trip_status,ride_hailing_app,trip_time,total_time,wait_time,trip_type,surge_multiplier,vehicle_make,driver_gender,trip_map_image_url,price_usd,distance_kms,temperature_value,humidity,wind_speed,cloudness,weather_main,weather_desc,precipitation
Completed,Uber,0:13:37,26,12,uberX,1.0,Honda,1,Saint Petersburg,2.74,6.18,-8,0.88,2.29,0.9,partly-cloudy-night,Mostly Cloudy,snow
Completed,Uber,0:33:52,41,7,uberX,1.0,Hyundai,1,Saint Petersburg,3.49,5.15,-7,0.92,1.32,0.94,cloudy,Overcast,snow
Completed,Uber,0:17:49,29,11,uberX,1.0,Hummer,1,Saint Petersburg,3.33,6.23,-6,0.91,0.28,0.91,partly-cloudy-night,Mostly Cloudy,snow
Completed,Uber,0:11:11,16,4,uberX,1.0,Chevrolet,1,Saint Petersburg,2.23,3.09,-5,0.89,2.35,0.78,partly-cloudy-day,Mostly Cloudy,snow
Completed,Uber,0:23:50,29,5,uberX,1.0,Kia,1,Saint Petersburg,3.67,8.13,-4,0.89,2.78,0.69,partly-cloudy-day,Mostly Cloudy,snow
Completed,Uber,0:30:06,38,7,uberX,1.0,Volkswagen,1,Saint Petersburg,12.04,37.03,-2,0.86,4.0,0.98,cloudy,Overcast,none
Completed,Uber,1:02:32,66,3,uberX,1.0,Nissan,1,Moscow,14.71,35.79,-4,0.61,3.4,0.61,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,1:07:58,74,6,uberX,1.4,Volkswagen,1,Moscow,20.59,43.15,-11,0.81,1.93,0.25,partly-cloudy-night,Partly Cloudy,none
Completed,Uber,0:45:36,48,2,uberX,1.0,Mitsubishi,1,Saint Petersburg,11.27,33.97,-1,0.88,4.84,0.67,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:21:56,32,10,uberX,1.0,Hyundai,1,Saint Petersburg,4.6,6.04,-2,0.9,4.16,0.81,partly-cloudy-day,Mostly Cloudy,snow
Completed,Uber,0:14:51,23,8,uberX,1.0,Hyundai,1,Saint Petersburg,2.1,4.57,-4,0.76,2.02,0.66,partly-cloudy-night,Mostly Cloudy,snow
Completed,Uber,0:11:02,27,15,uberX,1.0,Chevrolet,1,Saint Petersburg,2.48,4.99,-4,0.78,2.38,0.72,partly-cloudy-night,Mostly Cloudy,snow
Completed,Uber,0:10:59,16,5,uberX,1.0,Toyota,1,Saint Petersburg,3.07,5.33,-4,0.79,2.35,0.69,partly-cloudy-night,Mostly Cloudy,snow
Completed,Uber,0:10:45,18,7,uberX,1.0,Chevrolet,1,Saint Petersburg,2.79,6.58,-4,0.8,2.45,0.72,partly-cloudy-night,Mostly Cloudy,snow
Completed,Uber,0:07:24,15,7,uberX,1.0,Volkswagen,1,Saint Petersburg,2.63,4.8,-4,0.81,2.42,0.91,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:11:19,16,4,uberX,1.0,Renault,1,Saint Petersburg,2.79,5.89,-6,0.85,1.81,0.84,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:20:40,31,10,uberX,1.0,Geely,1,Saint Petersburg,2.92,5.62,-7,0.83,3.05,0.83,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:11:24,22,10,uberX,1.0,Mazda,1,Saint Petersburg,3.06,5.78,-12,0.84,2.52,0.33,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:17:49,28,10,uberX,1.0,Mazda,1,Saint Petersburg,2.79,5.05,-8,0.87,2.87,0.82,partly-cloudy-day,Mostly Cloudy,snow
Completed,Uber,0:16:18,33,16,uberX,1.0,Hyundai,1,Saint Petersburg,3.03,5.89,-6,0.76,1.82,1,cloudy,Overcast,snow
Completed,Uber,0:17:29,34,16,uberX,1.0,Renault,1,Saint Petersburg,3.88,4.88,-6,0.91,2.3,0.83,fog,Foggy,snow
Completed,Uber,0:13:01,17,3,uberX,1.0,Renault,1,Saint Petersburg,1.97,4.02,-5,0.87,2.97,0.44,partly-cloudy-day,Partly Cloudy,snow
Completed,Uber,0:14:07,22,7,uberX,1.0,Chevrolet,1,Saint Petersburg,2.89,6.08,-6,0.84,3.32,0.45,partly-cloudy-night,Partly Cloudy,snow
Completed,Uber,0:18:15,24,5,uberX,1.0,Nissan,1,Saint Petersburg,2.63,6.32,-10,0.87,3.08,0.39,partly-cloudy-day,Partly Cloudy,snow
Completed,Uber,0:15:38,25,9,uberX,1.0,Renault,1,Saint Petersburg,3.93,5.65,-16,0.88,1.95,0.72,partly-cloudy-day,Mostly Cloudy,snow
Completed,Uber,0:10:59,13,2,uberX,1.0,Volkswagen,1,Saint Petersburg,3.51,5.36,-9,0.8,1.01,0.59,fog,Foggy,snow
Completed,Uber,0:12:10,21,8,uberX,1.0,Renault,1,Saint Petersburg,3.94,6.57,-16,0.83,1.45,0.36,partly-cloudy-night,Partly Cloudy,snow
Completed,Uber,0:15:11,24,8,uberX,1.0,Kia,1,Saint Petersburg,2.68,5.12,-13,0.74,2.13,0.47,partly-cloudy-day,Partly Cloudy,snow
Completed,Uber,0:16:45,20,3,uberX,1.0,Skoda,1,Saint Petersburg,2.65,5.25,-14,0.77,3.78,0.46,partly-cloudy-night,Partly Cloudy,snow
Completed,Uber,0:17:04,22,4,uberX,1.0,Renault,1,Saint Petersburg,2.51,5.04,-18,0.69,5.32,0.62,partly-cloudy-day,Mostly Cloudy,snow
Completed,Uber,0:24:20,38,13,uberX,1.0,Mazda,1,Saint Petersburg,3.41,7.77,-18,0.7,2.22,0.64,partly-cloudy-day,Mostly Cloudy,snow
Completed,Uber,0:15:30,25,9,uberX,1.0,Kia,1,Saint Petersburg,2.93,6.5,-15,0.82,2.76,0.76,partly-cloudy-night,Mostly Cloudy,snow
Completed,Uber,0:10:00,20,10,uberX,1.0,Hyundai,1,Saint Petersburg,2.47,4.73,-13,0.81,0.29,0.46,partly-cloudy-day,Partly Cloudy,snow
Completed,Uber,0:30:15,38,7,uberX,1.0,Hyundai,1,Saint Petersburg,4.28,6.13,-12,0.76,1.67,0.67,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:28:47,37,8,uberX,1.0,Volkswagen,1,Saint Petersburg,4.94,10.04,-15,0.83,3.52,0.38,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:14:55,23,8,uberX,1.0,Mitsubishi,1,Saint Petersburg,2.92,6.79,-12,0.73,2.06,0.37,partly-cloudy-night,Partly Cloudy,none
Completed,Uber,0:13:33,24,10,uberX,1.0,Chevrolet,1,Saint Petersburg,2.62,5.47,-9,0.75,2.01,0.94,cloudy,Overcast,none
Completed,Uber,0:11:06,18,6,uberX,1.0,Kia,1,Saint Petersburg,2.16,3.43,-10,0.72,3.01,0.6,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:16:19,26,9,uberX,1.0,Opel,1,Saint Petersburg,2.51,4.14,-14,0.72,5.34,0.99,cloudy,Overcast,none
Completed,Uber,0:25:25,38,12,uberX,1.0,Nissan,1,Saint Petersburg,3.18,7.05,-12,0.69,6.01,0.98,cloudy,Overcast,none
Completed,Uber,0:10:48,20,9,uberX,1.0,Nissan,1,Saint Petersburg,2.74,4.92,-9,0.59,3.14,0.99,cloudy,Overcast,none
Completed,Uber,0:13:56,22,8,uberX,1.0,Kia,1,Saint Petersburg,2.78,4.94,-10,0.66,4.09,0.99,cloudy,Overcast,none
Completed,Uber,0:17:35,28,10,uberX,1.0,Toyota,1,Saint Petersburg,2.98,8.48,-10,0.73,3.58,0.95,cloudy,Overcast,none
Completed,Uber,0:18:16,21,2,uberX,1.0,Kia,1,Saint Petersburg,4.96,9.01,2,0.75,3.07,0.35,partly-cloudy-night,Partly Cloudy,none
Completed,Uber,0:18:03,22,3,uberX,1.0,Volkswagen,1,Saint Petersburg,3.79,8.8,2,0.74,3.48,0.35,partly-cloudy-night,Partly Cloudy,none
Completed,Uber,0:28:34,36,7,uberX,1.0,Volkswagen,1,Saint Petersburg,11.46,33.99,1,0.79,6.29,1,cloudy,Overcast,none
Completed,Uber,0:23:24,29,5,uberX,1.0,Volkswagen,1,Saint Petersburg,6.33,12.38,1,0.89,4.01,0.42,partly-cloudy-night,Partly Cloudy,none
Completed,Uber,0:11:22,18,6,uberX,1.0,Chevrolet,1,Saint Petersburg,2.34,5.81,2,1.0,4.18,0.83,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:18:16,25,6,uberX,1.0,Skoda,1,Saint Petersburg,3.62,6.13,3,0.95,3.12,1,cloudy,Overcast,none
Completed,Uber,0:23:25,32,8,uberX,1.0,Skoda,1,Saint Petersburg,7.84,9.25,-10,0.6,5.82,0.07,clear-day,Clear,none
Completed,Uber,0:26:26,33,6,uberX,1.0,Nissan,1,Saint Petersburg,4.47,10.98,-9,0.59,5.97,0.12,clear-day,Clear,none
Completed,Uber,0:29:02,39,9,uberX,1.0,Ford,1,Saint Petersburg,3.75,6.9,-8,0.54,6.45,0.24,clear-day,Clear,none
Completed,Uber,1:29:47,104,14,uberX,1.0,Ford,1,Saint Petersburg,11.03,27.21,-7,0.49,5.56,0.26,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:49:39,63,13,uberX,1.0,Mitsubishi,1,Saint Petersburg,13.03,19.59,-7,0.49,4.36,0.47,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:21:35,36,14,uberX,1.0,Skoda,1,Saint Petersburg,4.26,11.59,-8,0.61,2.98,0.36,partly-cloudy-night,Partly Cloudy,none
Completed,Uber,0:19:54,38,18,uberX,1.0,Geely,1,Saint Petersburg,3.41,8.29,-6,0.64,4.8,0.43,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:17:57,25,7,uberX,1.0,Hyundai,1,Saint Petersburg,3.18,5.09,0,0.87,5.62,0.48,snow,Flurries,none
Completed,Uber,0:19:12,24,4,uberX,1.0,Volkswagen,1,Saint Petersburg,2.33,5.46,1,0.82,6.16,0.41,snow,Flurries,none
Completed,Uber,0:23:49,36,12,uberX,1.0,Subaru,1,Saint Petersburg,4.41,7.92,0,0.95,4.84,0.44,rain,Drizzle,none
Completed,Uber,0:14:42,19,4,uberX,1.0,Kia,1,Saint Petersburg,2.57,4.91,0,0.77,2.65,0.47,snow,Flurries,none
Completed,Uber,0:13:13,27,13,uberX,1.0,Volkswagen,1,Saint Petersburg,2.9,6.61,-5,0.72,2.09,0.43,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:28:00,34,6,uberX,1.0,Volkswagen,1,Saint Petersburg,3.23,8.19,-5,0.64,1.83,0.58,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:16:19,23,6,uberX,1.0,Chevrolet,1,Saint Petersburg,3.25,8.93,-3,0.9,3.99,0.48,fog,Foggy,none
Completed,Uber,0:16:19,25,8,uberX,1.0,Honda,1,Saint Petersburg,3.79,9.04,-8,0.78,1.17,0.15,clear-night,Clear,none
Completed,Uber,0:21:19,33,11,uberX,1.0,Volkswagen,1,Saint Petersburg,3.86,9.69,2,0.42,2.56,0,clear-day,Clear,none
Completed,Uber,0:25:50,36,10,uberX,1.0,Skoda,1,Saint Petersburg,5.33,8.96,3,0.3,1.47,0.17,clear-day,Clear,none
Completed,Uber,0:36:37,41,4,uberX,1.0,Chevrolet,1,Saint Petersburg,3.43,6.18,4,0.95,4.77,0.45,rain,Light Rain,none
Completed,Uber,0:14:21,22,7,uberX,1.0,Hyundai,1,Saint Petersburg,2.97,7.08,0,0.65,1.63,0.36,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:21:43,23,1,uberX,1.0,Hyundai,1,Saint Petersburg,2.52,8.43,4,0.52,2.81,0.25,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:40:23,49,8,uberX,1.0,Kia,1,Saint Petersburg,5.44,9.01,5,0.62,4.56,0.65,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:17:10,25,7,uberX,1.0,Renault,1,Saint Petersburg,3.85,12.81,8,0.78,3.56,0.48,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:23:24,27,3,uberX,1.0,Renault,1,Saint Petersburg,4.49,14.08,11,0.64,5.15,0.32,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:31:13,46,14,uberX,1.0,Ford,1,Saint Petersburg,10.2,34.18,15,0.6,3.76,0.52,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:20:37,32,11,uberX,1.0,Opel,1,Saint Petersburg,3.75,9.99,9,0.32,2.22,0.07,clear-day,Clear,none
Completed,Uber,0:26:54,37,10,uberX,1.0,Lifan,1,Saint Petersburg,4.37,10.73,9,0.28,3.69,0.22,clear-day,Clear,none
Completed,Uber,0:26:44,37,10,uberX,1.0,Hyundai,1,Saint Petersburg,3.56,5.89,10,0.34,3.11,0.1,clear-day,Clear,none
Completed,Uber,0:16:42,21,4,uberX,1.0,Volkswagen,1,Saint Petersburg,3.51,7.1,9,0.75,3.96,0.48,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:18:41,36,17,uberX,1.0,Hyundai,1,Saint Petersburg,4.55,7.97,10,0.69,3.83,0.6,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:10:39,15,4,uberX,1.0,Kia,1,Saint Petersburg,2.8,4.26,5,0.45,2.84,0.21,clear-day,Clear,none
Completed,Uber,0:10:37,12,1,uberX,1.0,Hyundai,1,Saint Petersburg,2.6,5.79,6,0.39,2.57,0.18,clear-day,Clear,none
Completed,Uber,0:23:41,37,13,uberX,1.0,Dongfeng,1,Saint Petersburg,3.92,11.46,7,0.62,5.37,0.48,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:16:20,35,18,uberX,1.0,Chevrolet,1,Saint Petersburg,2.78,6.68,8,0.76,4.02,0.9,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:19:19,23,3,uberX,1.0,Skoda,1,Saint Petersburg,3.33,7.48,9,0.68,4.28,0.79,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:32:46,50,17,uberX,1.0,Skoda,1,Saint Petersburg,3.41,9.03,8,0.77,1.56,0.75,partly-cloudy-day,Mostly Cloudy,none
