trip_status,ride_hailing_app,trip_time,total_time,wait_time,trip_type,surge_multiplier,vehicle_make,driver_gender,trip_map_image_url,price_usd,distance_kms,temperature_value,humidity,wind_speed,cloudness,weather_main,weather_desc,precipitation
Completed,Uber,0:11:04,19,7,uberX,1.0,Lifan,1,Saint Petersburg,2.64,5.76,-3,0.9,4.89,0.71,partly-cloudy-night,Mostly Cloudy,none
Completed,Gett,0:21:20,39,17,EconomyFix,,Kia,1,Saint Petersburg,5.28,10.04,-2,0.89,3.08,0.83,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:36:11,48,11,uberX,1.0,Toyota,1,Saint Petersburg,5.9,10.43,-7,0.88,5.1,0.71,partly-cloudy-night,Mostly Cloudy,snow
Completed,Uber,0:18:43,26,7,uberX,1.0,Mitsubishi,1,Saint Petersburg,3.64,7.24,-5,0.86,4.07,0.81,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:35:40,48,12,uberX,1.0,Ford,1,Saint Petersburg,5.67,10.49,-3,0.86,4.0,0.89,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:20:31,32,11,uberX,1.0,Kia,0,Saint Petersburg,4.1,10.4,0,0.98,4.23,0.63,snow,Flurries,snow
Completed,Uber,0:09:07,13,3,uberX,1.0,Renault,1,Saint Petersburg,2.44,5.94,1,0.92,3.63,0.92,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:18:38,20,1,uberX,1.0,Peugeot,1,Saint Petersburg,3.73,8.16,1,0.88,4.44,0.81,partly-cloudy-day,Mostly Cloudy,none
Cancelled,Uber,0:25:32,60,34,uberBLACK,1.0,Hyundai,1,Saint Petersburg,10.19,8.11,1,0.91,6.29,0.64,partly-cloudy-night,Mostly Cloudy,snow
Completed,Uber,0:08:58,13,4,uberX,1.0,Nissan,1,Saint Petersburg,2.29,5.13,1,0.92,4.73,0.78,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:05:56,9,3,uberX,1.0,Kia,1,Saint Petersburg,1.65,2.25,0,0.98,4.56,0.67,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:09:52,16,6,uberX,1.0,Volkswagen,1,Saint Petersburg,2.28,4.15,0,0.97,4.48,0.88,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:23:13,33,9,uberX,1.0,Ford,1,Saint Petersburg,3.78,4.73,0,0.92,3.08,0.88,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:47:09,59,11,uberX,1.0,Renault,1,Saint Petersburg,7.27,13.08,0,0.91,2.11,0.78,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:14:09,25,10,uberBLACK,1.0,Audi,1,Saint Petersburg,6.32,4.46,2,0.94,2.96,0.64,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:12:05,15,2,uberX,1.0,Mitsubishi,1,Saint Petersburg,2.7,5.79,2,0.99,2.63,0.59,partly-cloudy-night,Partly Cloudy,none
Completed,Uber,0:07:54,14,6,uberX,1.0,Skoda,1,Saint Petersburg,2.07,4.2,-1,0.9,4.43,0.99,cloudy,Overcast,snow
Completed,Uber,0:13:30,22,8,uberX,1.0,Skoda,1,Saint Petersburg,2.71,4.51,-2,0.93,4.32,0.91,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:14:07,23,8,uberX,1.0,Lexus,0,Saint Petersburg,2.94,5.99,-2,0.92,3.68,0.94,cloudy,Overcast,none
Completed,Uber,0:24:07,35,10,uberX,1.0,Hyundai,1,Saint Petersburg,4.71,12.38,-2,0.83,6.21,0.62,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:07:52,11,3,uberX,1.0,Toyota,1,Saint Petersburg,1.98,3.32,-6,0.82,5.34,0.76,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:23:02,30,6,uberX,1.0,Chevrolet,1,Saint Petersburg,4.08,7.63,-6,0.82,7.56,1,cloudy,Overcast,none
Completed,Uber,0:10:01,19,8,uberX,1.0,Ford,1,Saint Petersburg,2.33,4.46,-6,0.82,5.37,0.97,cloudy,Overcast,none
Completed,Uber,1:01:17,70,8,uberBLACK,1.0,Mercedes-Benz,1,Saint Petersburg,22.65,20.41,-6,0.82,6.08,0.99,cloudy,Overcast,none
Completed,Uber,0:06:41,14,7,uberX,1.0,Skoda,1,Saint Petersburg,1.75,2.46,-8,0.86,2.57,0,clear-night,Clear,none
Completed,Uber,0:15:27,27,11,uberX,1.0,Suzuki,1,Saint Petersburg,2.83,3.73,-8,0.92,2.12,0.36,partly-cloudy-night,Partly Cloudy,none
Completed,Uber,0:07:29,12,4,uberX,1.0,Toyota,1,Saint Petersburg,1.87,2.56,-7,0.9,3.0,0.94,cloudy,Overcast,none
Completed,Uber,0:15:40,23,7,uberX,1.0,Honda,1,Saint Petersburg,3.85,10.7,-8,0.87,2.86,0.56,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:29:08,32,2,uberX,1.0,Skoda,1,Saint Petersburg,5.68,13.1,-8,0.88,2.88,0.71,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:11:26,21,9,uberX,1.0,Skoda,1,Saint Petersburg,2.41,2.32,-8,0.91,1.59,0.95,cloudy,Overcast,none
Cancelled,Uber,0:05:00,10,5,uberX,1.0,Nissan,1,Saint Petersburg,1.63,0.01,-7,0.88,2.72,1,cloudy,Overcast,none
Completed,Uber,0:06:50,14,7,uberX,1.0,Hyundai,1,Saint Petersburg,1.86,2.16,-7,0.88,2.63,1,cloudy,Overcast,none
Completed,Uber,0:30:43,38,7,uberX,1.0,Mitsubishi,1,Saint Petersburg,5.73,12.97,-5,0.79,2.5,0.95,cloudy,Overcast,none
Completed,Uber,0:17:14,32,14,uberBLACK,1.0,BMW,1,Saint Petersburg,8.74,8.37,-2,0.94,3.21,0.94,cloudy,Overcast,none
Completed,Uber,0:25:29,30,4,uberX,1.0,Mitsubishi,1,Saint Petersburg,4.75,9.46,-1,0.99,3.37,0.93,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:35:15,50,14,uberX,1.0,Hyundai,1,Saint Petersburg,5.87,9.69,0,0.94,4.04,1,cloudy,Overcast,none
Completed,Uber,0:25:08,32,6,uberX,1.0,Volkswagen,1,Saint Petersburg,5.28,14.44,0,0.99,1.12,1,cloudy,Overcast,none
Completed,Uber,1:04:59,72,7,uberX,1.0,Honda,1,Saint Petersburg,9.38,9.88,2,0.86,5.5,0.83,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:31:20,38,6,uberX,1.0,Nissan,1,Saint Petersburg,5.81,12.3,3,0.86,4.98,0.91,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:14:40,19,4,uberX,1.0,Hyundai,1,Saint Petersburg,3.69,10.48,3,0.9,4.99,0.85,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:23:36,32,8,uberX,1.0,Mitsubishi,1,Saint Petersburg,4.15,5.49,2,0.87,5.46,0.98,cloudy,Overcast,rain
Completed,Uber,0:07:29,18,10,uberX,1.4,Chevrolet,1,Saint Petersburg,2.76,2.38,-2,0.86,3.88,0.84,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:13:10,21,7,uberX,1.0,Nissan,1,Saint Petersburg,2.83,4.12,-3,0.85,5.21,0.99,cloudy,Overcast,none
Completed,Uber,0:25:43,38,12,uberX,1.0,Toyota,1,Saint Petersburg,4.78,8.42,-3,0.85,4.66,1,cloudy,Overcast,none
Completed,Uber,0:17:30,24,6,uberX,1.0,Ford,1,Saint Petersburg,4.04,10.27,0,0.8,4.68,0.81,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:11:19,23,11,uberX,1.4,Hyundai,1,Saint Petersburg,3.38,2.41,0,0.92,5.07,0.98,cloudy,Overcast,none
Completed,Uber,0:09:08,19,9,uberX,1.0,Lifan,1,Saint Petersburg,2.14,2.17,2,0.87,4.39,1,cloudy,Overcast,none
Completed,Uber,0:38:12,42,3,uberBLACK,1.0,Mercedes-Benz,1,Saint Petersburg,29.7,31.35,-19,0.77,0.55,0.35,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:38:12,42,3,uberX,1.0,Renault,1,Saint Petersburg,11.74,33.35,-16,0.78,4.17,0.73,snow,Flurries,snow
Completed,Uber,0:11:58,21,9,uberX,1.0,Ford,1,Saint Petersburg,2.8,4.81,-5,0.79,4.35,0.54,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:11:51,17,5,uberX,1.0,Ford,1,Saint Petersburg,2.89,5.66,-6,0.8,5.17,0.62,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:16:20,18,1,uberX,1.0,Peugeot,1,Saint Petersburg,3.05,2.43,-3,0.85,5.58,0.86,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:06:04,14,7,uberX,1.0,Hyundai,1,Saint Petersburg,1.84,2.41,-3,0.83,6.8,0.75,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:11:09,18,6,uberX,1.0,Renault,1,Saint Petersburg,2.73,4.89,-3,0.78,7.0,0.86,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:14:16,18,3,uberX,1.0,Volkswagen,1,Saint Petersburg,3.24,6.08,-3,0.77,6.47,0.78,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:17:56,27,9,uberX,1.0,Lada,1,Saint Petersburg,3.82,7.4,-3,0.77,6.66,0.96,cloudy,Overcast,none
Completed,Uber,0:18:26,26,7,uberX,1.0,Hyundai,1,Saint Petersburg,4.27,10.77,0,0.9,4.78,0.94,cloudy,Overcast,snow
Completed,Uber,0:24:05,28,3,uberX,1.0,Volkswagen,1,Saint Petersburg,5.3,13.89,0,0.91,4.61,0.92,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:38:15,41,2,uberX,1.0,Hyundai,1,Saint Petersburg,6.5,10.12,-4,0.87,0.79,1,cloudy,Overcast,none
Completed,Uber,0:33:12,37,3,uberX,1.0,Renault,1,Saint Petersburg,11.73,34.08,1,0.92,7.64,0.95,cloudy,Overcast,none
Completed,Uber,0:34:54,42,7,uberX,1.0,Kia,1,Saint Petersburg,6.3,11.6,-9,0.83,0.39,0.12,clear-day,Clear,none
Completed,Uber,0:45:09,51,5,uberX,1.0,Ford,1,Saint Petersburg,7.65,12.83,-7,0.84,2.49,0.57,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:35:00,38,3,uberX,1.0,Mazda,1,Saint Petersburg,11.61,33.74,1,0.98,2.66,0.92,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:32:18,38,5,uberX,1.0,Hyundai,0,Saint Petersburg,6.06,11.62,-2,0.9,2.28,0.91,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:34:18,37,2,uberX,1.0,Volkswagen,1,Saint Petersburg,6.48,13.23,-2,0.94,1.63,1,cloudy,Overcast,none
Completed,Uber,0:31:21,36,4,uberX,1.0,Nissan,1,Saint Petersburg,6.16,13.62,-9,0.85,1.09,0.49,partly-cloudy-night,Partly Cloudy,none
Completed,Uber,0:15:59,26,10,uberX,1.0,Kia,1,Saint Petersburg,3.52,6.55,-10,0.82,0.98,0.49,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:19:00,21,2,uberX,1.0,Kia,1,Saint Petersburg,3.97,7.29,-11,0.86,1.65,0.38,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:36:58,42,5,uberX,1.0,Ford,1,Saint Petersburg,12.26,34.07,3,0.8,6.74,0,clear-night,Clear,none
Completed,Uber,0:23:03,33,9,uberX,1.0,Nissan,1,Saint Petersburg,3.48,6.69,-2,0.58,6.0,0,clear-day,Clear,none
Completed,Uber,0:20:14,26,5,uberX,1.0,Geely,1,Saint Petersburg,4.44,7.72,-3,0.64,4.41,0.21,clear-day,Clear,none
Completed,Uber,0:19:39,26,6,uberX,1.0,Ford,1,Saint Petersburg,4.26,7.11,5,0.71,2.04,0.53,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:14:41,20,5,uberX,1.0,Skoda,1,Saint Petersburg,3.58,7.35,3,0.75,2.05,0.75,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:29:14,38,8,uberX,1.0,Citroen,1,Saint Petersburg,7.58,21.16,3,0.8,0.37,0.69,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:32:01,33,0,uberX,1.0,Citroen,1,Saint Petersburg,6.83,23.06,2,0.83,0.51,0.55,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:26:59,28,1,uberX,1.0,Nissan,1,Saint Petersburg,5.32,9.46,3,0.86,5.33,0.46,partly-cloudy-day,Partly Cloudy,none
Completed,Gett,0:14:04,22,7,EconomyFix,,Renault,1,Saint Petersburg,4.16,5.06,5,0.9,0.68,0.99,cloudy,Overcast,none
Completed,Gett,0:13:11,20,6,EconomyFix,,Volkswagen,1,Saint Petersburg,4.02,7.31,5,0.89,0.51,0.6,partly-cloudy-day,Mostly Cloudy,none
Completed,Gett,0:09:48,18,8,EconomyFix,,Renault,1,Saint Petersburg,2.03,3.24,7,0.64,2.74,0.86,partly-cloudy-day,Mostly Cloudy,rain
Completed,Gett,0:21:43,32,10,EconomyFix,,Chevrolet,1,Saint Petersburg,6.24,12.78,7,0.79,3.61,0.89,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:10:38,22,11,uberX,1.0,Renault,1,Saint Petersburg,2.49,4.73,4,0.82,5.87,0.83,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:18:36,28,9,uberX,1.0,Volkswagen,1,Saint Petersburg,2.85,6.61,5,0.72,4.48,0.68,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:17:53,25,7,uberX,1.0,Lifan,1,Saint Petersburg,2.82,4.89,5,0.5,3.56,0.13,clear-day,Clear,none
Completed,Uber,0:19:34,27,7,uberX,1.0,Volkswagen,1,Saint Petersburg,3.22,10.12,13,0.25,3.76,0.52,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:29:30,38,8,uberX,1.0,Chevrolet,1,Saint Petersburg,9.93,33.78,9,0.77,0.47,0.76,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,1:17:46,86,8,uberX,1.0,Volkswagen,1,Saint Petersburg,9.93,44.9,13,0.62,3.13,0.53,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:17:48,26,8,uberX,1.0,Opel,1,Saint Petersburg,4.6,8.38,15,0.52,4.5,0.68,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:16:23,20,3,uberX,1.0,Nissan,1,Saint Petersburg,3.08,8.77,16,0.5,6.21,0.32,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:16:20,26,9,uberX,1.0,Hyundai,1,Saint Petersburg,2.83,5.7,14,0.38,2.43,0.43,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:20:55,30,9,uberX,1.0,Geely,1,Saint Petersburg,3.41,6.05,14,0.37,1.89,0.52,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:18:15,24,5,uberX,1.0,Hyundai,1,Saint Petersburg,2.58,4.72,5,0.8,6.63,0.93,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:15:47,26,10,uberX,1.0,Hyundai,1,Saint Petersburg,3.92,6.52,5,0.84,5.64,0.96,cloudy,Overcast,none
Completed,Uber,0:25:14,30,4,uberX,1.0,Citroen,1,Saint Petersburg,4.7,10.98,11,0.43,3.16,0.25,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:25:33,34,8,uberX,1.0,Hyundai,1,Saint Petersburg,4.89,15.24,13,0.34,4.13,0.16,clear-day,Clear,none
Completed,Uber,0:44:59,55,10,uberX,1.0,Hyundai,1,Saint Petersburg,7.47,18.27,15,0.71,1.71,0.64,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:36:28,47,10,uberX,1.0,Nissan,1,Saint Petersburg,8.46,18.73,17,0.64,1.79,0.61,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:33:39,41,7,uberX,1.0,Nissan,1,Saint Petersburg,10.41,33.57,19,0.4,2.74,0.23,clear-day,Clear,none
Completed,Uber,0:31:23,32,0,uberX,1.0,Hyundai,1,Saint Petersburg,11.04,34.97,13,0.62,2.38,0.09,clear-night,Clear,none
Completed,Uber,0:09:11,17,7,uberX,1.0,Volkswagen,1,Saint Petersburg,2.18,4.02,12,0.9,3.59,0.92,partly-cloudy-day,Mostly Cloudy,rain
Completed,Uber,0:09:06,13,3,uberX,1.0,Ford,1,Saint Petersburg,3.06,4.09,12,0.93,2.14,0.93,partly-cloudy-day,Mostly Cloudy,rain
Completed,Uber,0:23:52,37,13,uberX,1.0,Skoda,1,Saint Petersburg,3.51,9.66,8,0.72,1.53,0.29,partly-cloudy-night,Partly Cloudy,none
Completed,Uber,0:30:42,42,11,uberX,1.0,Hyundai,1,Moscow,5.65,5.71,9,0.91,4.78,1,cloudy,Overcast,rain
Completed,Uber,0:36:02,48,11,uberX,1.0,Kia,1,Moscow,7.68,14.18,11,0.88,5.12,0,clear-day,Clear,rain
Completed,Uber,0:10:53,19,8,uberX,1.0,Hyundai,1,Moscow,2.56,3.91,15,0.69,4.2,0.98,cloudy,Overcast,rain
Completed,Uber,0:15:24,22,6,uberX,1.0,Hyundai,1,Moscow,3.91,3.51,14,0.77,4.85,0,clear-day,Clear,rain
Completed,Uber,0:26:04,29,2,uberSELECT,1.0,Toyota,1,Moscow,10.04,11.23,20,0.52,4.57,0,clear-day,Clear,rain
Completed,Uber,0:13:17,21,7,uberSELECT,1.0,Kia,1,Moscow,8.1,7.16,15,0.68,1.84,0.14,clear-night,Clear,rain
Completed,Uber,0:13:06,17,3,uberX,1.0,Kia,1,Moscow,3.0,4.73,25,0.32,4.66,0.58,partly-cloudy-day,Partly Cloudy,rain
Completed,Uber,0:24:45,34,9,uberX,1.0,Hyundai,1,Moscow,4.98,13.33,17,0.87,4.73,1,cloudy,Overcast,rain
Cancelled,Uber,0:00:26,2,1,uberX,1.0,Kia,1,Saint Petersburg,0.84,0.01,17,0.58,4.29,0.14,clear-day,Clear,none
Cancelled,Uber,0:01:10,3,1,uberX,1.0,Hyundai,1,Saint Petersburg,0.86,0.64,17,0.58,4.28,0.13,clear-day,Clear,none
Completed,Uber,0:28:56,37,8,uberX,1.0,Renault,1,Saint Petersburg,11.62,34.49,17,0.59,4.2,0.13,clear-day,Clear,none
Completed,Uber,0:25:45,33,7,uberX,1.0,Kia,1,Saint Petersburg,4.19,8.82,14,0.73,3.04,0.49,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:47:34,59,11,uberX,1.0,Fiat,1,Saint Petersburg,7.55,11.65,12,0.79,2.41,0.99,cloudy,Overcast,none
Completed,Uber,0:09:45,14,4,uberX,1.0,Mazda,1,Saint Petersburg,1.91,2.24,13,0.9,3.31,0.87,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:25:13,41,15,uberX,1.0,Nissan,0,Saint Petersburg,3.62,8.37,14,0.59,4.72,0.77,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:17:57,32,14,uberX,1.0,Peugeot,1,Saint Petersburg,4.11,8.37,16,0.74,4.61,0.92,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:42:41,55,12,uberX,1.0,Renault,1,Saint Petersburg,4.45,9.48,16,0.7,5.53,0.41,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:13:26,22,8,uberX,1.4,Nissan,1,Saint Petersburg,3.43,5.47,19,0.65,0.99,0.28,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:13:23,14,0,uberX,1.0,Nissan,1,Saint Petersburg,4.94,6.08,19,0.62,0.92,0.3,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:09:41,21,11,uberX,1.0,Ford,1,Saint Petersburg,2.46,4.54,18,0.56,2.55,0.34,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:20:52,32,11,uberX,1.0,Nissan,1,Saint Petersburg,3.07,6.71,19,0.56,2.46,0.53,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:22:34,29,6,uberX,1.0,Renault,1,Saint Petersburg,3.62,8.27,16,0.7,4.18,0.8,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:22:11,28,5,uberX,1.0,Volkswagen,1,Saint Petersburg,3.69,10.04,16,0.7,3.59,0.91,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:03:49,14,10,uberX,1.0,Volkswagen,1,Saint Petersburg,1.48,1.83,12,0.68,5.69,0.72,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:03:22,10,6,uberX,1.0,Ford,1,Saint Petersburg,1.68,1.17,13,0.67,4.23,0.88,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:17:46,28,10,uberX,1.0,Renault,1,Saint Petersburg,3.2,7.98,13,0.67,6.87,0.19,clear-day,Clear,none
Completed,Gett,0:26:09,44,17,EconomyFix,,Skoda,1,Saint Petersburg,8.74,13.48,19,0.57,2.3,0.28,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:27:22,35,7,uberX,1.0,Skoda,1,Saint Petersburg,6.05,19.33,18,0.62,1.59,0.2,clear-day,Clear,none
Completed,Uber,0:35:15,48,12,uberX,1.0,Ford,1,Saint Petersburg,10.52,33.68,18,0.7,2.87,0.76,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:15:28,20,4,uberX,1.0,Mazda,1,Saint Petersburg,5.12,12.86,21,0.74,2.75,0.93,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:19:24,28,8,uberX,1.0,Volkswagen,1,Saint Petersburg,5.21,14.76,25,0.52,2.58,0.69,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:10:37,21,10,uberX,1.0,Hyundai,1,Saint Petersburg,3.14,6.66,21,0.72,2.32,0.39,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:20:44,29,8,uberX,1.0,Skoda,1,Saint Petersburg,3.78,8.63,21,0.77,0.05,0.9,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:16:13,23,6,uberX,1.0,Volkswagen,1,Saint Petersburg,3.3,8.1,21,0.55,4.91,0.52,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:28:44,38,9,uberX,1.0,Kia,1,Saint Petersburg,10.84,34.13,18,0.73,7.97,0.82,wind,Breezy and Mostly Cloudy,none
Completed,Uber,0:16:28,25,8,uberX,1.0,Kia,1,Saint Petersburg,2.72,6.84,20,0.63,3.76,0.31,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:12:07,18,5,uberX,1.0,Ford,1,Saint Petersburg,1.81,3.85,22,0.54,2.91,0.53,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:27:49,36,8,uberX,1.0,Skoda,1,Saint Petersburg,6.16,15.26,15,0.84,2.14,0.41,partly-cloudy-night,Partly Cloudy,none
Completed,Uber,0:29:53,38,8,uberX,1.0,Kia,1,Saint Petersburg,4.46,11.47,20,0.7,1.68,0,clear-day,Clear,none
Completed,Uber,0:32:30,39,6,uberX,1.0,Chevrolet,0,Saint Petersburg,6.75,14.74,24,0.61,3.57,0.32,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:35:45,43,7,uberX,1.0,Peugeot,1,Saint Petersburg,5.58,17.69,25,0.64,3.99,0.17,clear-day,Clear,none
Completed,Uber,0:10:02,16,5,uberX,1.0,Kia,1,Saint Petersburg,2.56,7.08,21,0.8,4.27,0.7,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:15:34,19,3,uberX,1.0,Skoda,1,Saint Petersburg,4.56,7.4,20,0.83,4.37,0.78,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:34:02,49,14,uberX,1.0,Ssangyong,1,Saint Petersburg,5.1,15.21,19,0.57,4.2,0.31,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:46:11,51,4,uberX,1.0,Kia,1,Saint Petersburg,4.29,14.27,16,0.66,2.4,0.28,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:30:15,35,4,uberX,1.0,Renault,1,Saint Petersburg,4.58,13.89,21,0.44,2.87,0.39,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:36:42,48,11,uberBLACK,1.0,Mercedes-Benz,1,Saint Petersburg,30.26,35.99,18,0.96,0.45,0.64,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:36:42,48,11,uberX,1.0,Kia,1,Saint Petersburg,10.33,33.99,18,0.96,0.45,0.64,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:40:45,44,3,uberX,1.0,Ford,1,Saint Petersburg,10.11,34.6,18,0.96,0.47,0.64,partly-cloudy-night,Mostly Cloudy,none
Completed,Uber,0:36:19,37,0,uberX,1.0,Nissan,1,Saint Petersburg,10.77,35.1,18,0.96,2.23,0.46,partly-cloudy-night,Partly Cloudy,none
Completed,Uber,0:14:31,21,6,uberX,1.0,Hyundai,1,Saint Petersburg,3.41,10.27,22,0.71,5.36,0.8,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:25:39,39,13,uberX,1.0,Kia,1,Saint Petersburg,4.84,14.63,25,0.66,3.97,0.47,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:04:08,8,3,uberX,1.0,Geely,1,Saint Petersburg,1.36,2.16,25,0.65,4.05,0.46,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:05:25,11,5,uberX,1.0,Datsun,0,Saint Petersburg,2.04,2.24,25,0.66,3.67,0.61,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:26:29,31,4,uberX,1.0,Opel,1,Saint Petersburg,5.09,14.24,23,0.8,3.56,0.53,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:09:09,12,2,uberX,1.0,Renault,1,Saint Petersburg,1.81,3.78,20,0.67,3.83,0.55,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:49:56,62,12,uberBLACK,1.0,Mercedes-Benz,1,Saint Petersburg,26.88,31.64,20,0.72,3.92,0.42,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:46:56,55,8,uberX,1.0,Chevrolet,1,Saint Petersburg,13.41,28.86,18,0.81,2.88,0.38,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:57:39,69,11,uberX,1.0,Volkswagen,1,Saint Petersburg,10.32,34.01,16,0.9,1.1,0.92,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:58:21,66,7,uberX,1.0,Hyundai,1,Saint Petersburg,11.0,38.42,19,0.78,7.38,0.78,wind,Breezy and Mostly Cloudy,none
Completed,Uber,0:20:08,26,5,uberX,1.0,Peugeot,1,Saint Petersburg,2.79,6.41,13,0.65,4.38,0.61,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:20:35,36,15,uberX,1.0,Kia,1,Saint Petersburg,3.51,8.53,14,0.55,6.47,0.35,partly-cloudy-day,Partly Cloudy,none
Completed,Uber,0:26:35,31,4,uberX,1.0,Hyundai,1,Saint Petersburg,11.13,34.07,14,0.93,4.61,0.95,cloudy,Overcast,none
Completed,Uber,0:16:36,38,21,uberX,1.0,Hyundai,1,Saint Petersburg,3.8,8.03,15,0.94,0.63,0.96,fog,Foggy,none
Completed,Uber,0:10:57,24,13,uberX,1.0,Volkswagen,1,Saint Petersburg,3.79,5.15,12,0.79,3.06,0.75,partly-cloudy-day,Mostly Cloudy,none
Completed,Uber,0:15:14,17,1,uberX,1.0,Hyundai,1,Saint Petersburg,2.78,6.55,17,0.58,3.55,0.09,clear-day,Clear,none
